Type,Condition,Primary_secondary_type,Code,MedCode,Term,Description,Source
Disease,Diabetes,Primary care,C108311,,Type I diabetes mellitus with multiple complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108400,,Unstable insulin dependent diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108400,,Unstable insulin dependent diabetes mellitus,Unstable insulin dependent diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108411,,Unstable type I diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108411,60107,Unstable type I diabetes mellitus,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108411,,Unstable type I diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108411,,Unstable type I diabetes mellitus,Unstable type I diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108412,,Unstable type 1 diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108412,97474,Unstable type 1 diabetes mellitus,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108412,,unstable type 1 diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108500,,Insulin dependent diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108500,,Insulin dependent diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108500,,Insulin dependent diabetes mellitus with ulcer,Insulin dependent diabetes mellitus with ulcer,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108511,,Type I diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108511,51957,Type I diabetes mellitus with ulcer,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108511,,Type I diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108511,,Type I diabetes mellitus with ulcer,Type I diabetes mellitus with ulcer,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108512,,Type 1 diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108512,68390,Type 1 diabetes mellitus with ulcer,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108512,,type 1 diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108600,,Insulin dependent diabetes mellitus with gangrene,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108600,,Insulin dependent diabetes mellitus with gangrene,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108600,,Insulin dependent diabetes mellitus with gangrene,Insulin dependent diabetes mellitus with gangrene,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108700,,Insulin dependent diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108700,6509,Insulin dependent diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108700,,Insulin dependent diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108700,,Insulin dependent diabetes mellitus with retinopathy,Insulin dependent diabetes mellitus with retinopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108711,,Type I diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108711,38161,Type I diabetes mellitus with retinopathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108711,38161,Type I diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108711,,Type I diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108711,,Type I diabetes mellitus with retinopathy,Type I diabetes mellitus with retinopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108712,,Type 1 diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108712,41049,Type 1 diabetes mellitus with retinopathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108712,41049,Type 1 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108712,,Type 1 diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108712,,Type 1 diabetes mellitus with retinopathy,Type 1 diabetes mellitus with retinopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108800,,Insulin dependent diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108800,,Insulin dependent diabetes mellitus - poor control,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108800,,Insulin dependent diabetes mellitus - poor control,Insulin dependent diabetes mellitus - poor control,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108811,,Type I diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108811,46850,Type I diabetes mellitus - poor control,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108811,,Type I diabetes mellitus - poor control,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108811,,Type I diabetes mellitus - poor control,Type I diabetes mellitus - poor control,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108812,,Type 1 diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108812,45914,Type 1 diabetes mellitus - poor control,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108812,,Type 1 diabetes mellitus - poor control,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108812,,Type 1 diabetes mellitus - poor control,Type 1 diabetes mellitus - poor control,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108900,,Insulin dependent diabetes maturity onset,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108900,,Insulin dependent diabetes maturity onset,Insulin dependent diabetes maturity onset,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108911,,Type I diabetes mellitus maturity onset,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108911,63017,Type I diabetes mellitus maturity onset,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108911,,Type I diabetes mellitus maturity onset,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108911,,Type I diabetes mellitus maturity onset,Type I diabetes mellitus maturity onset,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108912,97446,Type 1 diabetes mellitus maturity onset,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108912,,type 1 diabetes mellitus maturity onset,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108A00,,Insulin-dependent diabetes without complication,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108A00,,Insulin-dependent diabetes without complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108A00,,Insulin-dependent diabetes without complication,Insulin-dependent diabetes without complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108A11,,Type I diabetes mellitus without complication,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108A11,95992,Type I diabetes mellitus without complication,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108A11,,type i diabetes mellitus without complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108B00,,Insulin dependent diabetes mellitus with mononeuropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108B00,,Insulin dependent diabetes mellitus with mononeuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108B00,,Insulin dependent diabetes mellitus with mononeuropathy,Insulin dependent diabetes mellitus with mononeuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108B11,,Type I diabetes mellitus with mononeuropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108B11,,Type I diabetes mellitus with mononeuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108B11,,Type I diabetes mellitus with mononeuropathy,Type I diabetes mellitus with mononeuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108C00,,Insulin dependent diabetes mellitus with polyneuropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108C00,,Insulin dependent diabetes mellitus with polyneuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108C00,,Insulin dependent diabetes mellitus with polyneuropathy,Insulin dependent diabetes mellitus with polyneuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108D00,,Insulin dependent diabetes mellitus with nephropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108D00,,Insulin dependent diabetes mellitus with nephropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108D00,,Insulin dependent diabetes mellitus with nephropathy,Insulin dependent diabetes mellitus with nephropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108D11,,Type I diabetes mellitus with nephropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108D11,66872,Type I diabetes mellitus with nephropathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108D11,,Type I diabetes mellitus with nephropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108D11,,Type I diabetes mellitus with nephropathy,Type I diabetes mellitus with nephropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108E00,,Insulin dependent diabetes mellitus with hypoglycaemic coma,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108E00,,Insulin dependent diabetes mellitus with hypoglycaemic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108E00,,Insulin dependent diabetes mellitus with hypoglycaemic coma,Insulin dependent diabetes mellitus with hypoglycaemic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108E11,,Type I diabetes mellitus with hypoglycaemic coma,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108E11,42729,Type I diabetes mellitus with hypoglycaemic coma,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108E11,,Type I diabetes mellitus with hypoglycaemic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108E11,,Type I diabetes mellitus with hypoglycaemic coma,Type I diabetes mellitus with hypoglycaemic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108E12,,Type 1 diabetes mellitus with hypoglycaemic coma,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108E12,70766,Type 1 diabetes mellitus with hypoglycaemic coma,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108E12,,Type 1 diabetes mellitus with hypoglycaemic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108E12,,Type 1 diabetes mellitus with hypoglycaemic coma,Type 1 diabetes mellitus with hypoglycaemic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108F00,,Insulin dependent diabetes mellitus with diabetic cataract,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108F00,44260,Insulin dependent diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108F00,,Insulin dependent diabetes mellitus with diabetic cataract,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108F00,,Insulin dependent diabetes mellitus with diabetic cataract,Insulin dependent diabetes mellitus with diabetic cataract,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108F11,,Type I diabetes mellitus with diabetic cataract,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108F11,17545,Type I diabetes mellitus with diabetic cataract,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108F11,17545,Type I diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108F11,,Type I diabetes mellitus with diabetic cataract,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108F11,,Type I diabetes mellitus with diabetic cataract,Type I diabetes mellitus with diabetic cataract,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108F12,,Type 1 diabetes mellitus with diabetic cataract,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108F12,110400,Type 1 diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108G00,,Insulin dependent diab mell with peripheral angiopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108G00,,Insulin dependent diab mell with peripheral angiopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108G00,,Insulin dependent diab mell with peripheral angiopathy,Insulin dependent diab mell with peripheral angiopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108H00,,Insulin dependent diabetes mellitus with arthropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108H00,,Insulin dependent diabetes mellitus with arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108H00,,Insulin dependent diabetes mellitus with arthropathy,Insulin dependent diabetes mellitus with arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108H11,,Type I diabetes mellitus with arthropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108H11,62352,Type I diabetes mellitus with arthropathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108H11,,Type I diabetes mellitus with arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108H11,,Type I diabetes mellitus with arthropathy,Type I diabetes mellitus with arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108J00,,Insulin dependent diab mell with neuropathic arthropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108J00,,Insulin dependent diab mell with neuropathic arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108J00,,Insulin dependent diab mell with neuropathic arthropathy,Insulin dependent diab mell with neuropathic arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108J11,,Type I diabetes mellitus with neuropathic arthropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108J11,60208,Type I diabetes mellitus with neuropathic arthropathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108J11,,type i diabetes mellitus with neuropathic arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108J12,,Type 1 diabetes mellitus with neuropathic arthropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108J12,18230,Type 1 diabetes mellitus with neuropathic arthropathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108J12,,Type 1 diabetes mellitus with neuropathic arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108J12,,Type 1 diabetes mellitus with neuropathic arthropathy,Type 1 diabetes mellitus with neuropathic arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108y00,,Other specified diabetes mellitus with multiple comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108y00,,Other specified diabetes mellitus with multiple comps,Other specified diabetes mellitus with multiple comps,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C108z00,,Unspecified diabetes mellitus with multiple complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C108z00,,Unspecified diabetes mellitus with multiple complications,Unspecified diabetes mellitus with multiple complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109.00,,Non-insulin dependent diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109.00,,Non-insulin dependent diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109.00,,Non-insulin-dependent diabetes mellitus,Non-insulin-dependent diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109.11,,NIDDM - Non-insulin dependent diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109.11,,NIDDM - Non-insulin dependent diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109.11,,NIDDM - Non-insulin dependent diabetes mellitus,NIDDM - Non-insulin dependent diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109.12,,Type 2 diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109.12,17859,Type 2 diabetes mellitus,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109.12,,Type 2 diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109.12,,Type 2 diabetes mellitus,Type 2 diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109.13,,Type II diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109.13,18219,Type II diabetes mellitus,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109.13,,Type II diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109.13,,Type II diabetes mellitus,Type II diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109000,,Non-insulin-dependent diabetes mellitus with renal comps,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109000,,Non-insulin-dependent diabetes mellitus with renal comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109000,,Non-insulin-dependent diabetes mellitus with renal comps,Non-insulin-dependent diabetes mellitus with renal comps,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109011,,Type II diabetes mellitus with renal complications,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109011,50225,Type II diabetes mellitus with renal complications,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109011,,Type II diabetes mellitus with renal complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109011,,Type II diabetes mellitus with renal complications,Type II diabetes mellitus with renal complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109012,,Type 2 diabetes mellitus with renal complications,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109012,18209,Type 2 diabetes mellitus with renal complications,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109012,,Type 2 diabetes mellitus with renal complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109012,,Type 2 diabetes mellitus with renal complications,Type 2 diabetes mellitus with renal complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109100,,Non-insulin-dependent diabetes mellitus with ophthalm comps,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109100,50429,Non-insulin-dependent diabetes mellitus with ophthalm comps,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109100,,Non-insulin-dependent diabetes mellitus with ophthalm comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109100,,Non-insulin-dependent diabetes mellitus with ophthalm comps,Non-insulin-dependent diabetes mellitus with ophthalm comps,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109111,,Type II diabetes mellitus with ophthalmic complications,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109111,59725,Type II diabetes mellitus with ophthalmic complications,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109111,59725,Type II diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109111,,Type II diabetes mellitus with ophthalmic complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109111,,Type II diabetes mellitus with ophthalmic complications,Type II diabetes mellitus with ophthalmic complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109112,,Type 2 diabetes mellitus with ophthalmic complications,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109112,70316,Type 2 diabetes mellitus with ophthalmic complications,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109112,70316,Type 2 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109112,,Type 2 diabetes mellitus with ophthalmic complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109112,,Type 2 diabetes mellitus with ophthalmic complications,Type 2 diabetes mellitus with ophthalmic complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109200,,Non-insulin-dependent diabetes mellitus with neuro comps,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109200,,Non-insulin-dependent diabetes mellitus with neuro comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109200,,Non-insulin-dependent diabetes mellitus with neuro comps,Non-insulin-dependent diabetes mellitus with neuro comps,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109211,,Type II diabetes mellitus with neurological complications,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
